,country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
41556,Thailand,2021-01-01,THA,71601104.0,,21.151,0.295,278.496,1.127,0.406,338.732,0.028,0.008,4.731,,0.239,3.89,,0.196,70.647,0.987,,,,625.81,7783.365,23844.619,1464.689,7.126,1757.715,21036.416,3928.024,,19823.004,,0.556,0.008,77.388,1.081,,,60.236,0.841,,,,,108.753,1.519,,,1419.349,1.265,0.75,0.825,0.472,1.389,0.448,0.963,0.182,0.039,0.692,2.833,0.649,,0.134,0.977,1.529,0.919,,,,,
45510,Vietnam,2001-01-01,VNM,79817768.0,233951166464.0,6.574,0.082,59.654,7.053,13.409,206.361,-102.134,-33.107,2.585,0.882,0.853,0.747,0.255,0.246,24.952,0.313,42.197,0.529,0.18,53.233,1144.584,6706.683,643.007,0.795,12.494,7091.562,435.055,,3032.469,1.035,0.0,0.0,2.565,0.032,1.746,1.976,146.707,1.838,64.52,0.808,17.73,0.222,25.564,0.32,,,242.045,0.871,0.232,0.679,0.27,0.278,0.107,0.391,0.12,0.007,0.01,1.096,0.116,,0.0,0.054,3.096,0.246,,157.69,139.35,-17.457,-29.264
45511,Vietnam,2002-01-01,VNM,80642304.0,249609535488.0,8.274,0.103,68.499,8.845,14.828,189.265,-17.096,-8.284,2.347,0.758,0.715,0.849,0.274,0.259,27.49,0.341,48.093,0.596,0.193,61.507,1213.084,6895.948,670.496,0.795,16.594,7212.328,463.692,,3283.082,1.061,0.0,0.0,4.1,0.051,1.885,2.154,120.765,1.498,67.23,0.834,18.86,0.234,28.636,0.355,,,264.755,1.039,0.261,0.602,0.284,0.308,0.11,0.395,0.123,0.007,0.013,1.105,0.12,,0.0,0.084,2.333,0.276,,173.7,152.01,-20.407,-29.791
45512,Vietnam,2003-01-01,VNM,81475816.0,266926604288.0,9.366,0.115,76.048,7.548,11.019,217.038,27.774,14.674,2.664,0.813,0.761,0.933,0.285,0.267,31.974,0.392,60.115,0.738,0.225,70.873,1289.131,7112.986,702.47,0.795,21.8,7353.318,493.193,,3502.005,1.069,0.0,0.0,5.206,0.064,1.96,2.195,140.991,1.73,68.69,0.843,20.39,0.25,29.501,0.362,,,285.329,1.099,0.275,0.652,0.304,0.34,0.115,0.4,0.127,0.007,0.016,1.117,0.124,,0.0,0.102,2.494,0.276,,178.87,159.72,-15.933,-20.951
45513,Vietnam,2004-01-01,VNM,82311232.0,286642536448.0,10.301,0.125,87.743,11.696,15.379,235.622,18.584,8.563,2.863,0.822,0.678,1.066,0.306,0.252,34.792,0.423,68.69,0.835,0.24,81.174,1376.875,7348.609,737.262,0.795,30.561,7501.197,527.083,,4225.117,1.213,0.0,0.0,8.76,0.106,2.176,2.415,147.879,1.797,73.09,0.888,21.33,0.259,33.891,0.412,,,347.775,1.131,0.306,0.693,0.32,0.374,0.119,0.405,0.13,0.007,0.022,1.131,0.129,,0.0,0.167,2.758,0.307,,198.75,179.07,-19.054,-21.715
45514,Vietnam,2005-01-01,VNM,83142096.0,307221168128.0,11.983,0.144,94.694,6.95,7.921,198.715,-36.908,-15.664,2.39,0.647,0.537,1.139,0.308,0.256,39.458,0.475,73.434,0.883,0.239,93.156,1471.569,7547.324,776.72,0.795,39.955,7605.218,560.943,,4447.702,1.204,0.0,0.0,9.394,0.113,2.266,2.503,104.021,1.251,75.78,0.911,20.52,0.247,33.859,0.407,,,369.791,1.243,0.32,0.579,0.342,0.41,0.124,0.409,0.135,0.006,0.027,1.138,0.134,,0.0,0.175,2.205,0.304,,208.13,188.44,-21.26,-22.451
45515,Vietnam,2006-01-01,VNM,83951800.0,327378436096.0,12.258,0.146,98.626,3.932,4.152,182.458,-16.257,-8.181,2.173,0.557,0.538,1.175,0.301,0.291,42.744,0.509,75.418,0.898,0.23,105.414,1570.195,7729.782,819.464,0.795,51.167,7689.051,593.354,,4037.653,1.035,0.0,0.0,11.212,0.134,2.304,2.526,83.832,0.999,77.9,0.928,20.07,0.239,32.412,0.386,,,338.968,1.166,0.322,0.512,0.351,0.444,0.129,0.41,0.139,0.006,0.033,1.142,0.138,,0.0,0.204,1.652,0.288,,212.04,193.39,-23.208,-23.531
45516,Vietnam,2007-01-01,VNM,84762272.0,349424484352.0,14.063,0.166,100.362,1.736,1.76,207.79,25.332,13.884,2.451,0.595,0.561,1.184,0.287,0.271,36.463,0.43,78.383,0.925,0.224,119.478,1670.557,7937.572,855.927,0.795,63.646,7796.479,630.711,,4368.38,1.06,0.0,0.0,12.479,0.147,2.438,2.67,107.428,1.267,79.69,0.94,22.04,0.26,37.357,0.441,,,370.274,1.245,0.319,0.578,0.285,0.48,0.134,0.414,0.142,0.006,0.04,1.151,0.143,,0.0,0.219,2.421,0.331,,226.29,206.66,-21.979,-21.899
45517,Vietnam,2008-01-01,VNM,85597232.0,367900196864.0,15.363,0.179,113.327,12.965,12.918,211.779,3.988,1.919,2.474,0.576,0.463,1.324,0.308,0.248,43.642,0.51,88.719,1.036,0.241,134.84,1783.884,8149.351,899.569,0.795,77.547,7894.931,671.132,,5341.395,1.243,0.0,0.0,13.901,0.162,2.538,2.754,98.452,1.15,79.68,0.931,18.92,0.221,40.421,0.472,,,457.209,1.343,0.353,0.577,0.331,0.518,0.14,0.417,0.146,0.006,0.047,1.157,0.148,,0.0,0.237,2.12,0.359,,235.76,217.27,-24.608,-21.714
45518,Vietnam,2009-01-01,VNM,86482920.0,386341339136.0,19.239,0.222,123.443,10.116,8.926,295.065,83.286,39.327,3.412,0.764,0.631,1.427,0.32,0.264,45.489,0.526,94.786,1.096,0.245,154.079,1907.326,8444.415,945.057,0.795,92.921,8066.552,714.474,,5408.298,1.211,0.0,0.0,15.374,0.178,2.77,2.986,171.622,1.984,81.83,0.946,24.34,0.281,43.341,0.501,,,467.725,1.636,0.391,0.806,0.349,0.567,0.146,0.424,0.15,0.006,0.055,1.174,0.154,,0.0,0.267,3.409,0.394,,258.24,239.55,-28.657,-23.215
45519,Vietnam,2010-01-01,VNM,87411016.0,409655377920.0,23.77,0.272,138.585,15.142,12.267,253.561,-41.503,-14.066,2.901,0.619,0.469,1.585,0.338,0.257,47.463,0.543,101.46,1.161,0.248,177.849,2045.911,8697.977,992.521,0.795,110.97,8181.528,763.777,,6180.288,1.319,0.0,0.0,18.049,0.206,2.947,3.168,114.976,1.315,82.93,0.949,22.42,0.256,49.303,0.564,,,540.225,1.894,0.415,0.664,0.341,0.625,0.152,0.428,0.155,0.006,0.063,1.182,0.161,,0.0,0.291,2.377,0.434,,276.95,257.64,-37.126,-26.789
45520,Vietnam,2011-01-01,VNM,88349104.0,433527848960.0,28.223,0.319,151.227,12.642,9.122,249.129,-4.432,-1.748,2.82,0.575,0.417,1.712,0.349,0.253,59.547,0.674,106.49,1.205,0.246,206.072,2197.138,8947.105,1052.068,0.795,127.249,8279.431,810.954,,6758.891,1.377,0.0,0.0,16.279,0.184,2.968,2.719,97.902,1.108,83.47,0.945,21.03,0.238,47.178,0.534,,,597.142,2.091,0.439,0.631,0.404,0.691,0.159,0.432,0.16,0.005,0.07,1.188,0.167,,0.0,0.256,1.972,0.414,,240.18,262.23,-44.737,-29.583
45521,Vietnam,2012-01-01,VNM,89301328.0,456298921984.0,28.118,0.315,144.373,-6.854,-4.532,242.275,-6.854,-2.751,2.713,0.531,0.387,1.617,0.316,0.231,52.306,0.586,103.48,1.159,0.227,234.19,2341.512,9189.381,1104.374,2.579,145.206,8377.333,855.163,,7012.626,1.372,1.784,0.02,17.957,0.201,2.951,2.705,97.902,1.096,83.79,0.938,22.21,0.249,44.209,0.495,,,626.237,2.031,0.412,0.608,0.351,0.751,0.166,0.436,0.164,0.017,0.077,1.193,0.172,,0.469,0.276,2.028,0.383,,241.58,263.5,-40.893,-28.324
45522,Vietnam,2013-01-01,VNM,90267736.0,481060683776.0,30.316,0.336,151.518,7.145,4.949,255.429,13.154,5.429,2.83,0.531,0.386,1.679,0.315,0.229,56.541,0.626,107.938,1.196,0.224,264.506,2493.03,9444.811,1160.915,4.613,163.925,8481.244,899.071,,7329.224,1.375,2.034,0.023,18.719,0.207,3.06,2.838,103.911,1.151,85.04,0.942,24.65,0.273,43.908,0.486,,,661.592,2.099,0.429,0.639,0.376,0.811,0.172,0.439,0.169,0.03,0.084,1.2,0.176,,0.525,0.286,2.245,0.378,,256.19,276.18,-43.581,-28.763
45523,Vietnam,2014-01-01,VNM,91235504.0,509802446848.0,32.694,0.358,183.825,32.307,21.322,522.782,267.352,104.668,5.73,1.025,0.715,2.015,0.361,0.251,78.073,0.856,127.283,1.395,0.25,297.2,2676.855,9967.593,1238.988,6.63,183.524,8820.2,950.514,,8018.561,1.435,2.017,0.022,19.599,0.215,3.199,2.967,338.957,3.715,84.93,0.931,23.48,0.257,51.443,0.564,,,731.577,2.18,0.517,1.291,0.519,0.871,0.18,0.455,0.176,0.042,0.091,1.24,0.182,,0.52,0.295,6.893,0.44,,270.66,291.88,-56.542,-30.758
45524,Vietnam,2015-01-01,VNM,92191400.0,543931138048.0,34.298,0.372,217.729,33.904,18.444,420.788,-101.994,-19.51,4.564,0.774,0.506,2.362,0.4,0.262,97.816,1.061,148.926,1.615,0.274,331.497,2894.583,10388.38,1336.804,8.56,203.987,9023.26,1013.735,,9027.841,1.53,1.931,0.021,20.463,0.222,3.619,3.38,203.059,2.203,83.85,0.91,25.91,0.281,63.221,0.686,,,832.289,2.374,0.612,1.028,0.665,0.932,0.191,0.466,0.187,0.053,0.097,1.259,0.19,,0.503,0.301,3.77,0.53,,311.63,333.64,-68.803,-31.6
45525,Vietnam,2016-01-01,VNM,93126528.0,577683456000.0,36.822,0.395,226.1,8.371,3.845,373.612,-47.175,-11.211,4.012,0.647,0.415,2.428,0.391,0.251,106.857,1.147,153.145,1.644,0.265,368.32,3120.684,10761.992,1443.661,10.249,224.355,9170.771,1074.099,,9659.209,1.557,1.688,0.018,20.368,0.219,3.591,3.469,147.513,1.584,81.85,0.879,24.82,0.267,60.364,0.648,,,899.529,2.475,0.636,0.933,0.744,0.994,0.201,0.474,0.197,0.063,0.104,1.271,0.197,,0.446,0.292,3.258,0.502,,323.08,334.45,-72.955,-32.267
45526,Vietnam,2017-01-01,VNM,94033048.0,617774710784.0,42.735,0.454,233.041,6.941,3.07,400.632,27.02,7.232,4.261,0.649,0.414,2.478,0.377,0.241,108.222,1.151,150.722,1.603,0.244,411.055,3353.724,11162.624,1551.883,12.086,242.232,9338.364,1136.469,,10293.654,1.567,1.837,0.02,17.877,0.19,3.638,3.509,167.591,1.782,81.28,0.864,24.89,0.265,62.37,0.663,,,967.944,2.834,0.646,0.991,0.746,1.066,0.211,0.483,0.208,0.072,0.108,1.287,0.204,,0.469,0.25,3.869,0.509,,330.0,342.09,-82.318,-35.324
45527,Vietnam,2018-01-01,VNM,94914328.0,661488402432.0,49.637,0.523,274.223,41.182,17.672,448.776,48.144,12.017,4.728,0.678,0.413,2.889,0.415,0.252,134.854,1.421,172.716,1.82,0.261,460.692,3627.947,11611.4,1686.736,13.501,260.787,9512.917,1206.232,,11443.453,1.642,1.415,0.015,18.554,0.195,4.203,4.075,174.553,1.839,81.42,0.858,25.44,0.268,69.763,0.735,,,1086.148,3.163,0.745,1.094,0.914,1.148,0.223,0.494,0.222,0.079,0.113,1.303,0.212,,0.343,0.246,4.175,0.569,,386.8,398.89,-101.507,-37.016
45528,Vietnam,2019-01-01,VNM,95776712.0,,52.855,0.552,341.005,66.782,24.353,519.149,70.373,15.681,5.42,,0.431,3.56,,0.283,191.442,1.999,210.62,2.199,,513.547,3968.952,12130.549,1878.179,14.969,279.693,9691.061,1282.564,,12585.571,,1.468,0.015,18.906,0.197,4.7,4.574,178.144,1.86,80.7,0.843,25.59,0.267,76.333,0.797,,,1205.405,3.268,0.92,1.247,1.3,1.23,0.238,0.507,0.242,0.085,0.117,1.319,0.22,,0.334,0.247,3.909,0.618,,438.11,450.15,-130.385,-38.236
45529,Vietnam,2020-01-01,VNM,96648680.0,,53.038,0.549,328.9,-12.105,-3.55,508.362,-10.786,-2.078,5.26,,0.433,3.403,,0.28,192.279,1.989,203.73,2.108,,566.585,4297.852,12638.911,2070.458,16.253,296.672,9870.522,1347.884,,12136.403,,1.284,0.013,16.979,0.176,,,179.463,1.857,,,,,65.32,0.676,,,1172.967,3.239,0.933,1.293,1.357,1.306,0.253,0.519,0.262,0.09,0.121,1.336,0.227,,0.315,0.225,4.423,0.584,,,,-125.17,-38.057
45530,Vietnam,2021-01-01,VNM,97468024.0,,54.121,0.555,326.014,-2.886,-0.877,505.989,-2.373,-0.467,5.191,,0.422,3.345,,0.272,196.518,2.016,,,,620.706,4623.865,13144.9,2266.976,17.335,310.351,10050.498,1408.498,,12311.141,,1.082,0.011,13.679,0.14,,,179.976,1.847,,,,,60.614,0.622,,,1199.943,3.236,0.878,1.232,1.312,1.377,0.266,0.531,0.282,0.094,0.122,1.354,0.233,,0.26,0.173,4.569,0.512,,,,,
