,country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
33693,Philippines,2018-01-01,PHL,108568832.0,912443441152.0,10.909,0.1,141.824,6.674,4.938,170.843,5.172,3.122,1.574,0.187,0.313,1.306,0.155,0.26,64.904,0.598,175.473,1.616,0.192,217.112,3110.444,13118.074,677.958,1.84,112.973,13373.087,2100.562,,5032.352,0.599,0.206,0.002,8.405,0.077,2.09,2.113,29.019,0.267,65.8,0.606,13.79,0.127,57.4,0.529,,,546.357,0.695,0.385,0.417,0.44,0.541,0.191,0.558,0.089,0.011,0.049,1.832,0.368,,0.05,0.112,0.694,0.468,,229.42,226.94,33.649,23.726
33694,Philippines,2019-01-01,PHL,110380800.0,,11.675,0.106,145.232,3.408,2.403,172.602,1.759,1.03,1.564,,0.307,1.316,,0.258,69.53,0.63,177.994,1.613,,228.787,3255.676,13290.675,747.488,1.998,121.436,13400.457,2155.968,,5097.782,,0.158,0.001,8.464,0.077,2.122,2.145,27.37,0.248,64.76,0.587,14.1,0.128,55.406,0.502,,,562.697,0.722,0.392,0.415,0.472,0.548,0.196,0.555,0.096,0.011,0.051,1.824,0.37,,0.036,0.111,0.601,0.449,,236.79,234.28,32.762,22.558
33695,Philippines,2020-01-01,PHL,112190984.0,,11.675,0.104,135.662,-9.57,-6.59,165.78,-6.822,-3.952,1.478,,0.325,1.209,,0.266,69.126,0.616,168.763,1.504,,240.461,3391.337,13456.456,816.614,2.147,129.151,13430.575,2202.965,,4545.44,,0.149,0.001,7.715,0.069,,,30.118,0.268,,,,,46.997,0.419,,,509.957,0.713,0.385,0.422,0.488,0.554,0.2,0.553,0.103,0.012,0.052,1.819,0.371,,0.037,0.102,0.742,0.42,,,,33.101,24.4
33696,Philippines,2021-01-01,PHL,113880336.0,,11.675,0.103,144.264,8.602,6.341,172.99,7.21,4.349,1.519,,0.317,1.267,,0.265,74.912,0.658,,,,252.136,3535.601,13629.445,891.526,2.31,135.742,13459.302,2253.888,,4784.939,,0.163,0.001,6.591,0.058,,,28.726,0.252,,,,,50.923,0.447,,,544.911,0.698,0.389,0.421,0.5,0.559,0.204,0.551,0.111,0.013,0.053,1.813,0.372,,0.039,0.083,0.729,0.43,,,,,
37592,Singapore,2001-01-01,SGP,4121341.0,153706151936.0,0.0,0.0,49.2,0.806,1.666,49.97,0.989,2.02,12.125,0.325,0.099,11.938,0.32,0.098,0.0,0.0,110.503,26.812,0.719,0.0,1215.642,1267.634,5.757,0.0,28.971,51.992,1180.914,,122068.867,3.273,0.0,0.0,4.089,0.992,13.294,13.282,0.769,0.187,1.86,0.451,9.2,2.232,45.111,10.946,,,503.087,0.0,0.192,0.164,0.0,0.0,0.113,0.074,0.001,0.0,0.023,0.008,0.314,,0.0,0.086,0.016,0.434,,54.74,54.79,61.303,124.599
37593,Singapore,2002-01-01,SGP,4176799.0,161957806080.0,0.0,0.0,47.093,-2.107,-4.282,47.753,-2.217,-4.436,11.433,0.295,0.097,11.275,0.291,0.095,0.0,0.0,110.779,26.522,0.684,0.0,1262.736,1315.387,5.757,0.0,35.607,52.652,1221.371,,118327.711,3.052,0.0,0.0,6.636,1.589,12.941,12.929,0.66,0.158,1.97,0.472,8.88,2.126,40.458,9.686,,,494.231,0.0,0.179,0.152,0.0,0.0,0.115,0.075,0.001,0.0,0.027,0.008,0.316,,0.0,0.135,0.013,0.39,,54.0,54.05,63.686,135.232
37594,Singapore,2003-01-01,SGP,4226417.0,171018076160.0,0.0,0.0,49.438,2.345,4.979,50.025,2.272,4.757,11.836,0.293,0.107,11.697,0.289,0.106,0.033,0.008,103.813,24.563,0.607,0.0,1312.174,1365.412,5.79,0.0,45.87,53.238,1260.514,,110493.227,2.731,0.0,0.0,10.263,2.428,12.053,12.039,0.586,0.139,2.07,0.49,8.58,2.03,39.143,9.261,,,466.99,0.0,0.179,0.15,0.0,0.0,0.117,0.077,0.001,0.0,0.034,0.008,0.317,,0.0,0.202,0.01,0.367,,50.88,50.94,54.375,109.984
37595,Singapore,2004-01-01,SGP,4270407.0,189425549312.0,0.0,0.0,46.859,-2.579,-5.218,47.335,-2.689,-5.376,11.084,0.25,0.091,10.973,0.247,0.09,0.04,0.009,121.445,28.439,0.641,0.0,1359.033,1412.747,5.831,0.0,57.969,53.714,1295.233,,122402.445,2.759,0.0,0.0,12.099,2.833,12.273,12.261,0.476,0.112,2.18,0.51,8.28,1.939,34.719,8.13,,,522.708,0.0,0.164,0.139,0.0,0.0,0.118,0.078,0.001,0.0,0.041,0.008,0.317,,0.0,0.23,0.009,0.314,,52.36,52.41,74.586,159.172
37596,Singapore,2005-01-01,SGP,4344645.0,205871267840.0,0.0,0.0,40.322,-6.537,-13.949,40.799,-6.537,-13.809,9.391,0.198,0.074,9.281,0.196,0.073,0.044,0.01,133.916,30.823,0.65,0.0,1399.355,1453.546,5.875,0.0,69.444,54.191,1324.037,,126416.93,2.668,0.0,0.0,11.475,2.641,11.437,11.423,0.476,0.11,2.28,0.525,7.95,1.83,28.804,6.63,,,549.237,0.0,0.136,0.119,0.0,0.0,0.118,0.079,0.001,0.0,0.047,0.008,0.316,,0.0,0.213,0.01,0.259,,49.63,49.69,93.594,232.114
37597,Singapore,2006-01-01,SGP,4486581.0,226597797888.0,0.0,0.0,46.471,6.148,15.248,46.874,6.075,14.89,10.447,0.207,0.078,10.358,0.205,0.077,0.029,0.007,145.207,32.365,0.641,0.0,1445.826,1500.419,5.904,0.0,81.817,54.594,1358.105,,134697.891,2.667,0.0,0.0,12.373,2.758,11.173,11.16,0.403,0.09,2.46,0.548,7.73,1.723,34.068,7.593,,,604.333,0.0,0.152,0.131,0.0,0.0,0.119,0.08,0.001,0.0,0.054,0.008,0.315,,0.0,0.225,0.008,0.303,,50.07,50.13,98.737,212.471
37598,Singapore,2007-01-01,SGP,4663262.0,249987809280.0,0.0,0.0,47.185,0.714,1.537,47.625,0.751,1.602,10.213,0.191,0.073,10.118,0.189,0.073,0.051,0.011,134.417,28.825,0.538,0.0,1493.011,1548.044,5.955,0.0,95.07,55.033,1391.986,,139145.297,2.596,0.0,0.0,13.253,2.842,11.018,11.007,0.44,0.094,2.63,0.564,7.49,1.606,33.881,7.266,,,648.871,0.0,0.15,0.132,0.0,0.0,0.12,0.081,0.001,0.0,0.06,0.008,0.315,,0.0,0.233,0.01,0.3,,51.33,51.38,87.232,184.871
37599,Singapore,2008-01-01,SGP,4838404.0,257280245760.0,0.0,0.0,59.991,12.806,27.139,60.467,12.842,26.966,12.497,0.235,0.088,12.399,0.233,0.087,0.033,0.007,198.895,41.107,0.773,0.0,1553.001,1608.511,5.988,0.0,108.633,55.51,1438.38,,142674.172,2.683,0.0,0.0,13.563,2.803,10.681,10.669,0.476,0.098,2.81,0.581,7.25,1.498,46.394,9.589,,,690.315,0.0,0.187,0.165,0.0,0.0,0.122,0.082,0.001,0.0,0.066,0.008,0.317,,0.0,0.231,0.01,0.412,,51.62,51.68,138.904,231.542
37600,Singapore,2009-01-01,SGP,5010707.0,258565505024.0,0.0,0.0,43.129,-16.862,-28.107,43.605,-16.862,-27.886,8.702,0.169,0.059,8.607,0.167,0.058,0.029,0.006,105.283,21.012,0.407,0.0,1596.13,1652.116,6.018,0.0,122.342,55.986,1467.77,,148161.547,2.871,0.0,0.0,13.71,2.736,10.422,10.41,0.476,0.095,2.98,0.595,6.99,1.395,29.39,5.865,,,742.394,0.0,0.137,0.119,0.0,0.0,0.122,0.083,0.001,0.0,0.072,0.008,0.316,,0.0,0.238,0.009,0.267,,52.16,52.22,62.154,144.112
37601,Singapore,2010-01-01,SGP,5163585.0,301275578368.0,0.0,0.0,55.066,11.937,27.678,55.616,12.011,27.544,10.771,0.185,0.07,10.664,0.183,0.069,0.051,0.01,112.441,21.776,0.373,0.0,1651.197,1707.732,6.069,0.0,137.201,56.536,1507.927,,154519.844,2.648,0.0,0.0,14.859,2.878,10.835,10.826,0.55,0.106,3.16,0.612,6.75,1.307,40.156,7.777,,,797.876,0.0,0.165,0.146,0.0,0.0,0.123,0.084,0.001,0.0,0.078,0.008,0.317,,0.0,0.24,0.011,0.353,,55.9,55.95,57.375,104.192
37602,Singapore,2011-01-01,SGP,5281351.0,323579838464.0,0.0,0.0,31.206,-23.86,-43.33,31.829,-23.787,-42.77,6.027,0.098,0.038,5.909,0.096,0.038,0.033,0.006,220.791,41.806,0.682,0.0,1682.403,1739.561,6.102,0.0,152.209,57.158,1524.092,,157074.641,2.564,0.0,0.0,15.008,2.842,11.173,11.164,0.623,0.118,3.3,0.625,7.11,1.346,16.166,3.061,,,829.566,0.0,0.09,0.081,0.0,0.0,0.122,0.084,0.001,0.0,0.083,0.008,0.313,,0.0,0.236,0.013,0.142,,58.96,59.01,189.585,607.521
37603,Singapore,2012-01-01,SGP,5381003.0,336108421120.0,0.0,0.0,48.328,17.122,54.867,48.988,17.159,53.908,9.104,0.146,0.059,8.981,0.144,0.058,0.11,0.02,246.174,45.749,0.732,0.0,1730.731,1788.549,6.212,0.0,168.483,57.818,1556.036,,154824.391,2.479,0.0,0.0,16.274,3.024,10.892,10.883,0.66,0.123,3.44,0.639,7.42,1.379,31.944,5.936,,,833.11,0.0,0.138,0.123,0.001,0.0,0.123,0.085,0.001,0.0,0.089,0.008,0.312,,0.0,0.25,0.014,0.277,,58.56,58.61,197.845,409.379
37604,Singapore,2013-01-01,SGP,5478063.0,352915685376.0,0.0,0.0,50.882,2.554,5.284,51.322,2.334,4.764,9.369,0.145,0.06,9.288,0.144,0.06,1.136,0.207,261.746,47.781,0.742,0.0,1781.613,1839.871,7.348,0.0,186.807,58.258,1587.459,,155435.766,2.413,0.0,0.0,18.324,3.345,10.862,10.852,0.44,0.08,3.58,0.654,7.74,1.413,31.422,5.736,,,851.487,0.0,0.144,0.128,0.008,0.0,0.123,0.086,0.001,0.0,0.095,0.008,0.311,,0.0,0.28,0.01,0.27,,59.45,59.5,210.864,414.418
37605,Singapore,2014-01-01,SGP,5570505.0,365521141760.0,0.0,0.0,52.252,1.37,2.693,53.132,1.81,3.527,9.538,0.145,0.061,9.38,0.143,0.06,1.678,0.301,189.989,34.106,0.52,0.0,1833.865,1893.002,9.026,0.0,206.021,59.137,1618.819,,157294.984,2.397,0.0,0.0,19.214,3.449,10.889,10.881,0.879,0.158,3.72,0.668,8.06,1.447,31.36,5.63,,,876.213,0.0,0.147,0.131,0.011,0.0,0.124,0.086,0.001,0.0,0.102,0.008,0.31,,0.0,0.289,0.018,0.269,,60.61,60.66,137.736,263.599
37606,Singapore,2015-01-01,SGP,5650020.0,372585824256.0,0.0,0.0,56.466,4.214,8.064,56.942,3.811,7.172,10.078,0.153,0.061,9.994,0.152,0.061,1.751,0.31,164.651,29.142,0.442,0.0,1890.331,1949.945,10.777,0.0,225.574,59.613,1653.98,,164913.641,2.501,0.0,0.0,19.553,3.461,11.041,11.032,0.476,0.084,3.86,0.683,8.39,1.485,35.161,6.223,,,931.765,0.0,0.159,0.139,0.012,0.0,0.124,0.087,0.002,0.0,0.108,0.008,0.31,,0.0,0.288,0.009,0.295,,62.33,62.38,108.186,191.594
37607,Singapore,2016-01-01,SGP,5711936.0,380027207680.0,0.0,0.0,35.654,-20.812,-36.857,35.984,-20.958,-36.806,6.3,0.095,0.037,6.242,0.094,0.037,1.832,0.321,150.424,26.335,0.396,0.0,1925.986,1985.929,12.609,0.0,245.62,59.943,1667.757,,169267.938,2.544,0.0,0.0,20.046,3.509,11.166,11.171,0.33,0.058,3.96,0.693,8.78,1.537,13.777,2.412,,,966.848,0.0,0.1,0.09,0.013,0.0,0.124,0.087,0.002,0.0,0.114,0.008,0.306,,0.0,0.287,0.007,0.115,,63.81,63.78,114.769,321.894
37608,Singapore,2017-01-01,SGP,5764489.0,396507480064.0,0.0,0.0,37.157,1.502,4.213,37.486,1.502,4.175,6.503,0.095,0.038,6.446,0.094,0.037,3.866,0.671,156.324,27.118,0.394,0.0,1963.142,2023.415,16.475,0.0,265.776,60.273,1680.892,,172993.062,2.515,0.0,0.0,20.156,3.497,11.72,11.725,0.33,0.057,4.06,0.704,9.18,1.593,13.135,2.279,,,997.217,0.0,0.103,0.093,0.027,0.0,0.123,0.088,0.002,0.0,0.119,0.008,0.301,,0.0,0.282,0.008,0.107,,67.59,67.56,119.167,320.716
37609,Singapore,2018-01-01,SGP,5814543.0,410139852800.0,0.0,0.0,46.02,8.863,23.854,46.35,8.863,23.644,7.971,0.113,0.046,7.915,0.112,0.046,2.055,0.353,163.456,28.112,0.399,0.0,2009.162,2069.765,18.53,0.0,286.358,60.603,1704.274,,172440.594,2.445,0.0,0.0,20.583,3.54,11.44,11.447,0.33,0.057,4.15,0.714,9.55,1.642,23.382,4.021,,,1002.663,0.0,0.125,0.113,0.014,0.0,0.123,0.088,0.002,0.0,0.124,0.008,0.299,,0.0,0.273,0.008,0.191,,66.56,66.52,117.436,255.186
37610,Singapore,2019-01-01,SGP,5866408.0,,0.0,0.0,29.917,-16.103,-34.992,30.246,-16.103,-34.743,5.156,,0.031,5.1,,0.03,1.971,0.336,159.937,27.263,,0.0,2039.079,2100.011,20.501,0.0,307.247,60.932,1711.331,,167306.0,,0.0,0.0,20.888,3.561,11.46,11.465,0.33,0.056,4.25,0.724,9.94,1.694,7.057,1.203,,,981.485,0.0,0.081,0.073,0.013,0.0,0.123,0.088,0.003,0.0,0.129,0.008,0.294,,0.0,0.273,0.007,0.057,,67.26,67.23,130.02,434.609
37611,Singapore,2020-01-01,SGP,5909874.0,,0.0,0.0,29.909,-0.007,-0.024,30.239,-0.007,-0.023,5.117,,0.032,5.061,,0.031,1.865,0.315,143.245,24.238,,0.0,2068.988,2130.25,22.366,0.0,328.218,61.262,1718.405,,161661.547,,0.0,0.0,20.971,3.548,,,0.33,0.056,,,,,7.074,1.197,,,955.399,0.0,0.085,0.077,0.013,0.0,0.122,0.088,0.003,0.0,0.133,0.008,0.289,,0.0,0.278,0.008,0.063,,,,113.336,378.929
37612,Singapore,2021-01-01,SGP,5941063.0,,0.0,0.0,32.507,2.597,8.684,32.8,2.561,8.468,5.521,,0.034,5.472,,0.034,3.349,0.564,,,,0.0,2101.495,2163.05,25.714,0.0,350.443,61.555,1725.338,,161620.344,,0.0,0.0,22.225,3.741,,,0.293,0.049,,,,,6.933,1.167,,,960.197,0.0,0.088,0.08,0.022,0.0,0.121,0.087,0.003,0.0,0.138,0.008,0.285,,0.0,0.281,0.007,0.059,,,,,
41536,Thailand,2001-01-01,THA,63649892.0,612467343360.0,17.47,0.274,186.332,13.082,7.551,185.38,7.476,4.202,2.912,0.303,0.237,2.927,0.304,0.238,34.761,0.546,165.458,2.599,0.27,221.342,2611.628,16761.52,345.962,0.0,333.005,19125.053,1711.319,,12293.458,1.278,0.0,0.0,45.405,0.713,4.112,3.594,-0.953,-0.015,66.92,1.051,16.88,0.265,88.696,1.394,,,782.477,2.316,0.726,0.61,0.376,1.154,0.244,0.978,0.065,0.0,0.263,2.955,0.455,,0.0,0.951,-0.02,0.854,,228.77,261.7,-20.875,-11.203
41537,Thailand,2002-01-01,THA,64222576.0,645971836928.0,19.739,0.307,197.139,10.806,5.8,193.731,8.352,4.505,3.017,0.3,0.228,3.07,0.305,0.232,35.116,0.547,180.744,2.814,0.28,241.081,2808.767,16955.25,381.077,0.0,381.553,19121.646,1805.055,,13208.064,1.313,0.0,0.0,48.548,0.756,4.25,3.751,-3.408,-0.053,66.25,1.032,17.87,0.278,93.736,1.46,,,848.256,2.48,0.75,0.616,0.363,1.207,0.256,0.971,0.07,0.0,0.29,2.931,0.467,,0.0,0.99,-0.066,0.903,,240.89,272.96,-16.395,-8.316
41538,Thailand,2003-01-01,THA,64776960.0,688026353664.0,17.49,0.27,205.747,8.608,4.366,212.305,18.574,9.587,3.277,0.309,0.233,3.176,0.299,0.226,37.637,0.581,186.816,2.884,0.272,258.571,3014.513,17167.557,418.714,0.0,430.776,19128.205,1906.453,,14080.671,1.326,0.0,0.0,49.222,0.76,4.409,3.914,6.559,0.101,69.45,1.072,19.61,0.303,101.398,1.565,,,912.103,2.052,0.744,0.637,0.358,1.242,0.268,0.965,0.075,0.0,0.315,2.907,0.48,,0.0,0.969,0.116,0.949,,253.55,285.62,-18.93,-9.201
41539,Thailand,2004-01-01,THA,65311164.0,726679355392.0,18.26,0.28,220.425,14.679,7.134,243.289,30.983,14.594,3.725,0.335,0.246,3.375,0.303,0.223,42.202,0.646,204.24,3.127,0.281,276.832,3234.939,17410.844,460.916,0.0,480.8,19151.068,2016.391,,15161.757,1.363,0.0,0.0,50.025,0.766,4.658,4.231,22.863,0.35,71.34,1.092,20.41,0.313,109.938,1.683,,,990.232,2.005,0.77,0.716,0.388,1.274,0.28,0.96,0.081,0.0,0.339,2.887,0.494,,0.0,0.952,0.426,0.996,,276.36,304.25,-16.185,-7.343
41540,Thailand,2005-01-01,THA,65821360.0,752297639936.0,20.236,0.307,227.314,6.889,3.125,266.262,22.974,9.443,4.045,0.354,0.261,3.453,0.302,0.223,41.194,0.626,217.366,3.302,0.289,297.067,3462.252,17677.107,502.11,0.0,534.84,19190.016,2128.235,,15521.234,1.358,0.0,0.0,54.04,0.821,4.763,4.288,38.948,0.592,72.09,1.095,19.09,0.29,111.844,1.699,,,1021.629,2.098,0.768,0.776,0.357,1.309,0.292,0.957,0.087,0.0,0.363,2.872,0.508,,0.0,1.004,0.826,1.004,,282.26,313.51,-9.948,-4.376
41541,Thailand,2006-01-01,THA,66319528.0,784687300608.0,21.226,0.32,231.141,3.827,1.683,280.715,14.452,5.428,4.233,0.358,0.269,3.485,0.295,0.222,45.254,0.682,216.797,3.269,0.276,318.294,3693.393,17957.822,547.364,0.0,589.782,19239.59,2237.953,,15733.987,1.33,0.0,0.0,54.942,0.828,4.786,4.301,49.574,0.748,72.06,1.087,18.78,0.283,109.718,1.654,,,1043.471,2.018,0.756,0.787,0.371,1.34,0.304,0.954,0.093,0.0,0.386,2.858,0.52,,0.0,0.998,0.977,0.976,,285.23,317.42,-14.344,-6.206
41542,Thailand,2007-01-01,THA,66826752.0,822075064320.0,22.01,0.329,236.72,5.58,2.414,333.56,52.845,18.825,4.991,0.406,0.306,3.542,0.288,0.217,51.607,0.772,220.273,3.296,0.268,340.304,3930.114,18291.383,598.972,0.0,647.556,19336.43,2343.282,,16304.538,1.325,0.0,0.0,57.774,0.865,4.919,4.476,96.84,1.449,76.76,1.149,22.07,0.33,105.329,1.576,,,1089.579,1.949,0.751,0.928,0.404,1.368,0.315,0.953,0.099,0.0,0.408,2.853,0.53,,0.0,1.015,2.183,0.933,,299.11,328.69,-16.448,-6.948
41543,Thailand,2008-01-01,THA,67328240.0,830943461376.0,19.441,0.289,233.188,-3.532,-1.492,488.203,154.643,46.361,7.251,0.588,0.442,3.463,0.281,0.211,56.301,0.836,228.205,3.389,0.275,359.745,4163.302,18779.584,655.273,0.0,707.847,19591.445,2440.437,,16412.109,1.33,0.0,0.0,60.291,0.895,4.95,4.477,255.014,3.788,76.49,1.136,20.45,0.304,97.155,1.443,,,1104.998,1.7,0.727,1.329,0.427,1.383,0.326,0.96,0.106,0.0,0.43,2.871,0.539,,0.0,1.028,5.492,0.863,,301.42,333.25,-4.983,-2.137
41544,Thailand,2009-01-01,THA,67813656.0,820031258624.0,18.68,0.275,246.862,13.674,5.864,411.266,-76.936,-15.759,6.065,0.502,0.359,3.64,0.301,0.215,52.978,0.781,234.462,3.457,0.286,378.425,4410.164,19190.85,708.25,0.0,779.504,19755.848,2543.985,,16915.42,1.399,0.0,0.0,71.657,1.057,4.877,4.421,164.404,2.424,78.51,1.158,22.97,0.339,103.548,1.527,,,1147.096,1.589,0.782,1.124,0.407,1.391,0.337,0.963,0.113,0.0,0.458,2.874,0.548,,0.0,1.246,3.266,0.942,,299.82,330.72,-12.401,-5.023
41545,Thailand,2010-01-01,THA,68270488.0,876003852288.0,18.486,0.271,261.786,14.923,6.045,388.487,-22.779,-5.539,5.69,0.443,0.318,3.835,0.299,0.214,56.144,0.822,260.389,3.814,0.297,396.91,4671.95,19579.336,764.395,0.0,860.487,19882.549,2650.158,,17904.836,1.395,0.0,0.0,80.983,1.186,5.141,4.685,126.701,1.856,82.22,1.204,23.63,0.346,106.173,1.555,,,1222.372,1.473,0.785,1.017,0.403,1.395,0.348,0.964,0.119,0.0,0.488,2.872,0.557,,0.0,1.307,2.619,0.935,,319.84,350.96,-1.397,-0.534
41546,Thailand,2011-01-01,THA,68712848.0,877821296640.0,18.206,0.265,258.979,-2.807,-1.072,532.716,144.229,37.126,7.753,0.607,0.425,3.769,0.295,0.207,62.9,0.915,261.591,3.807,0.298,415.116,4930.929,20112.055,827.295,0.0,930.982,20156.287,2757.535,,18245.541,1.428,0.0,0.0,70.495,1.026,5.126,5.144,273.737,3.984,80.63,1.173,22.73,0.331,107.377,1.563,,,1253.703,1.349,0.751,1.35,0.427,1.393,0.358,0.972,0.126,0.0,0.509,2.891,0.566,,0.0,1.107,5.514,0.943,,353.49,352.23,2.612,1.009
41547,Thailand,2012-01-01,THA,69157024.0,941351305216.0,18.746,0.271,276.877,17.898,6.911,475.466,-57.25,-10.747,6.875,0.505,0.354,4.004,0.294,0.206,63.303,0.915,269.886,3.903,0.287,433.862,5207.806,20587.518,890.598,0.999,1011.528,20354.875,2870.819,,19416.682,1.426,0.999,0.014,80.546,1.165,5.406,5.443,198.589,2.872,82.07,1.187,23.65,0.342,113.284,1.638,,,1342.8,1.354,0.791,1.194,0.424,1.391,0.369,0.976,0.133,0.007,0.534,2.9,0.576,,0.263,1.239,4.114,0.982,,376.44,373.85,-6.991,-2.525
41548,Thailand,2013-01-01,THA,69578600.0,967124254720.0,18.914,0.272,290.365,13.488,4.871,412.083,-63.383,-13.331,5.923,0.426,0.305,4.173,0.3,0.215,66.22,0.952,282.486,4.06,0.292,452.776,5498.17,20999.602,956.818,1.805,1098.15,20476.594,2988.622,,19403.07,1.396,0.806,0.012,86.622,1.245,5.547,5.568,121.718,1.749,80.27,1.154,22.9,0.329,117.803,1.693,,,1350.038,1.31,0.822,1.032,0.441,1.388,0.38,0.977,0.139,0.012,0.561,2.898,0.586,,0.208,1.324,2.63,1.013,,387.42,385.94,-7.879,-2.713
41549,Thailand,2014-01-01,THA,69960944.0,975956344832.0,19.722,0.282,285.98,-4.385,-1.51,391.686,-20.396,-4.95,5.599,0.401,0.281,4.088,0.293,0.205,60.866,0.87,261.079,3.732,0.268,472.498,5784.15,21391.289,1017.684,2.547,1184.74,20582.299,3106.682,,19901.279,1.427,0.742,0.011,86.59,1.238,5.431,5.486,105.706,1.511,76.76,1.097,22.78,0.326,118.06,1.688,,,1392.312,1.315,0.804,0.967,0.404,1.384,0.39,0.977,0.145,0.016,0.585,2.893,0.596,,0.191,1.301,2.15,1.011,,383.84,379.98,-24.901,-8.707
41550,Thailand,2015-01-01,THA,70294408.0,1004624871424.0,20.024,0.285,289.42,3.44,1.203,367.719,-23.967,-6.119,5.231,0.366,0.258,4.117,0.288,0.203,64.618,0.919,260.899,3.712,0.26,492.522,6073.57,21759.006,1082.302,3.35,1271.13,20660.602,3224.267,,20249.658,1.417,0.803,0.011,86.39,1.229,5.477,5.518,78.3,1.114,72.13,1.026,21.17,0.301,117.585,1.673,,,1423.438,1.386,0.814,0.898,0.439,1.384,0.4,0.975,0.151,0.021,0.607,2.882,0.604,,0.209,1.273,1.454,0.986,,387.86,385.01,-28.521,-9.854
41551,Thailand,2016-01-01,THA,70607032.0,1037065846784.0,23.053,0.326,288.512,-0.908,-0.314,350.91,-16.81,-4.571,4.97,0.338,0.242,4.086,0.278,0.199,59.1,0.837,257.013,3.64,0.248,515.575,6362.081,22109.918,1141.402,4.059,1355.669,20722.998,3345.376,,20570.668,1.401,0.709,0.01,84.539,1.197,5.599,5.822,62.398,0.884,75.42,1.068,22.47,0.318,121.11,1.715,,,1452.434,1.55,0.812,0.876,0.412,1.391,0.409,0.973,0.156,0.025,0.627,2.873,0.613,,0.187,1.212,1.378,1.007,,411.08,395.34,-31.499,-10.918
41552,Thailand,2017-01-01,THA,70898208.0,1079232954368.0,22.388,0.316,293.074,4.563,1.581,358.257,7.347,2.094,5.053,0.332,0.242,4.134,0.272,0.198,62.764,0.885,263.793,3.721,0.244,537.963,6655.156,22468.174,1204.166,4.759,1438.082,20788.182,3470.186,,20848.18,1.37,0.7,0.01,82.413,1.162,5.674,5.896,65.183,0.919,75.27,1.062,24.09,0.34,124.809,1.76,,,1478.099,1.485,0.812,0.886,0.433,1.395,0.418,0.972,0.162,0.028,0.644,2.864,0.622,,0.179,1.153,1.505,1.019,,417.99,402.25,-29.281,-9.991
41553,Thailand,2018-01-01,THA,71127808.0,1124031922176.0,22.466,0.316,282.105,-10.969,-3.743,346.189,-12.068,-3.369,4.867,0.308,0.227,3.966,0.251,0.185,60.589,0.852,268.81,3.779,0.239,560.429,6937.261,22814.361,1264.754,5.372,1519.351,20852.264,3587.354,,21415.883,1.355,0.613,0.009,81.269,1.143,5.724,5.925,64.083,0.901,74.32,1.045,21.99,0.309,117.169,1.647,,,1523.265,1.432,0.766,0.844,0.411,1.396,0.426,0.97,0.166,0.031,0.658,2.857,0.629,,0.149,1.079,1.533,0.955,,421.41,407.14,-13.295,-4.713
41554,Thailand,2019-01-01,THA,71307768.0,,22.304,0.313,290.239,8.134,2.883,352.82,6.632,1.916,4.948,,0.232,4.07,,0.19,62.483,0.876,275.888,3.869,,582.733,7227.5,23167.184,1327.237,5.964,1603.203,20914.846,3708.363,,21371.449,,0.591,0.008,83.852,1.176,5.919,6.131,62.581,0.878,71.17,0.998,22.65,0.318,121.009,1.697,,,1523.95,1.379,0.783,0.847,0.424,1.396,0.434,0.968,0.171,0.034,0.672,2.848,0.637,,0.135,1.096,1.373,0.98,,437.18,422.09,-14.351,-4.945
41555,Thailand,2020-01-01,THA,71475664.0,,21.926,0.307,277.368,-12.871,-4.435,338.704,-14.117,-4.001,4.739,,0.241,3.881,,0.197,66.805,0.935,274.684,3.843,,604.659,7504.869,23505.887,1394.042,6.57,1680.327,20976.18,3819.271,,19702.744,,0.606,0.008,77.124,1.079,,,61.335,0.858,,,,,110.908,1.552,,,1408.267,1.339,0.787,0.861,0.471,1.393,0.442,0.966,0.177,0.036,0.683,2.84,0.643,,0.149,1.021,1.512,0.991,,,,-2.685,-0.968
